symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
SPLK,Splunk Inc.,66.94,9260467416.92,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk,2680
SPOK,Spok Holdings Inc.,17.45,358347284.45,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok,2681
SPWH,Sportsman&#39;s Warehouse Holdings Inc.,4.12,174152152.8,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh,2682
SBPH,Spring Bank Pharmaceuticals Inc.,10.51,98964661.38,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph,2683
FUND,Sprott Focus Trust Inc.,7.52,183854675.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fund,2684
SFM,Sprouts Farmers Market Inc.,23.56,3216832193.64,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm,2685
SPSC,SPS Commerce Inc.,57.92,995797361.28,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc,2686
SSNC,SS&C Technologies Holdings Inc.,37.4,7626357794,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc,2687
STAA,STAAR Surgical Company,10.1,411550164.1,n/a,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa,2688
STAF,Staffing 360 Solutions Inc.,0.7669,11119266.9951,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/staf,2689
STMP,Stamps.com Inc.,112.2,1908789597,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp,2690
STLY,Stanley Furniture Company Inc.,1.06,15552561.68,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly,2691
SPLS,Staples Inc.,9.59,6263099909.01,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spls,2692
SBLK,Star Bulk Carriers Corp.,8.44,532300494.76,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk,2693
SBLKL,Star Bulk Carriers Corp.,24.6955,0,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl,2694
SBUX,Starbucks Corporation,60.95,88261695000,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux,2695
STFC,State Auto Financial Corporation,25.19,1057631849.01,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc,2696
STBZ,State Bank Financial Corporation.,26.46,1030331311.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz,2697
SNC,State National Companies Inc.,15.11,637242506.71,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc,2698
STDY,SteadyMed Ltd.,7,140978782,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy,2699
GASS,StealthGas Inc.,3.13,124763562.19,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass,2700
STLD,Steel Dynamics Inc.,35.82,8682170952.24,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld,2701
SMRT,Stein Mart Inc.,2.23,105066142.26,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt,2702
STLR,Stellar Acquisition III Inc.,10.19,91813703.63,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/stlr,2703
STLRU,Stellar Acquisition III Inc.,10.4,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/stlru,2704
STLRW,Stellar Acquisition III Inc.,0.36,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/stlrw,2705
SBOT,Stellar Biotechnologies Inc.,1.35,13683948.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot,2706
STML,Stemline Therapeutics Inc.,7.9,197925375.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml,2707
SRCL,Stericycle Inc.,87,7417758678,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl,2708
SRCLP,Stericycle Inc.,75.21,0,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srclp,2709
STRL,Sterling Construction Company Inc,10.73,288992195.19,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl,2710
SHOO,Steven Madden Ltd.,38.4,2294579328,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo,2711
SSFN,Stewardship Financial Corp,9,77776776,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn,2712
SYBT,Stock Yards Bancorp Inc.,40.4,915504400,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt,2713
BANX,StoneCastle Financial Corp,20.1378,131461672.869,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banx,2714
SGBK,Stonegate Bank,45.39,647478954.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgbk,2715
SSKN,Strata Skin Sciences Inc.,2.7,1178226,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn,2716
SSYS,Stratasys Ltd.,26.51,1396962238.21,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys,2717
STRT,Strattec Security Corporation,35.1,128774423.7,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt,2718
STRS,Stratus Properties Inc.,26.9,218602903.8,n/a,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs,2719
STRA,Strayer Education Inc.,91,1015549444,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra,2720
STRM,Streamline Health Solutions Inc.,1.45,28527476.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm,2721
SBBP,Strongbridge Biopharma plc,4.2,148407109.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp,2722
STB,Student Transportation Inc,5.76,530906722.56,n/a,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb,2723
SCMP,Sucampo Pharmaceuticals Inc.,10.3,447582555.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp,2724
SUMR,Summer Infant Inc.,1.8712,34628982.9464,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr,2725
SMMF,Summit Financial Group Inc.,22.32,277326379.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf,2726
SSBI,Summit State Bank,13,78258050,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssbi,2727
SMMT,Summit Therapeutics plc,10.94,51927705.54,4746591,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt,2728
SNBC,Sun Bancorp Inc.,25.15,479291019.55,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc,2729
SNHY,Sun Hydraulics Corporation,40.15,1082560033.5,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy,2730
SNDE,Sundance Energy Australia Limited,7.19,1800534.18,250422,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/snde,2731
SNSS,Sunesis Pharmaceuticals Inc.,3.11,66742288.73,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss,2732
STKL,SunOpta Inc.,7.4,636432863.4,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl,2733
SPWR,SunPower Corporation,6.91,958416440.29,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr,2734
RUN,Sunrun Inc.,4.86,508566297.06,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/run,2735
SBCP,Sunshine Bancorp Inc.,22.31,179347970.55,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp,2736
SSH,Sunshine Heart Inc,0.7391,5454458.2215,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ssh,2737
SUNW,Sunworks Inc.,1.39,31192522.96,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sunw,2738
SMCI,Super Micro Computer Inc.,24.2,1168760683.2,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci,2739
SPCB,SuperCom Ltd.,2.64,39654133.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb,2740
SCON,Superconductor Technologies Inc.,1.79,18941053.26,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon,2741
SGC,Superior Uniform Group Inc.,18.05,264695867.55,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc,2742
SUPN,Supernus Pharmaceuticals Inc.,32.05,1609820123.85,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn,2743
SPRT,support.com Inc.,2.21,41019827.68,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt,2744
SGRY,Surgery Partners Inc.,17.75,865886925.5,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry,2745
SRDX,Surmodics Inc.,22.65,300710709.15,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx,2746
SBBX,Sussex Bancorp,25.3492,121299952.5228,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx,2747
SIVB,SVB Financial Group,182.65,9575921048.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb,2748
SIVBO,SVB Financial Group,26.4044,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo,2749
SYKE,Sykes Enterprises Incorporated,29.84,1269244937.12,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/syke,2750
SYMC,Symantec Corporation,32.3,19988352831.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc,2751
SYNC,Synacor Inc.,3.5,131364800,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/sync,2752
SYNL,Synalloy Corporation,12.55,108916706.1,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl,2753
SYNA,Synaptics Incorporated,54.92,1883970901.96,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/syna,2754
SNCR,Synchronoss Technologies Inc.,17.99,834240735.3,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr,2755
SNDX,Syndax Pharmaceuticals Inc.,8.29,151308441.67,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx,2756
SGYP,Synergy Pharmaceuticals Inc.,4,899779764,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp,2757
ELOS,Syneron Medical Ltd.,10.975,384327203.4,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos,2758
SNPS,Synopsys Inc.,74.28,11159750691.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps,2759
SYNT,Syntel Inc.,18.62,1557286586.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/synt,2760
SYMX,Synthesis Energy Systems Inc.,0.92,80099040.08,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx,2761
SYUT,Synutra International Inc.,6.025,341559660,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/syut,2762
SYPR,Sypris Solutions Inc.,1.08,23033244.24,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr,2763
SYRS,Syros Pharmaceuticals Inc.,14.31,372669276.87,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs,2764
TROW,T. Rowe Price Group Inc.,71.9,17347191417.1,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow,2765
TTOO,T2 Biosystems Inc.,3.98,121765481.16,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo,2766
TRHC,Tabula Rasa HealthCare Inc.,13.25,226218137.75,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc,2767
TCMD,Tactile Systems Technology Inc.,19.03,321724719.58,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd,2768
TAIT,Taitron Components Incorporated,1.1859,6559031.4573,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait,2769
TTWO,Take-Two Interactive Software Inc.,65.42,6634255153.16,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo,2770
TLND,Talend S.A.,31.02,276960519,8928450,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd,2771
TNDM,Tandem Diabetes Care Inc.,0.9824,48962472.16,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm,2772
TLF,Tandy Leather Factory Inc.,8.5,78841758.5,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf,2773
TANH,Tantech Holdings Ltd.,1.72,40063960,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tanh,2774
TPIV,TapImmune Inc.,4.05,34178622.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv,2775
TEDU,Tarena International Inc.,19.38,586101956.22,30242619,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu,2776
TATT,TAT Technologies Ltd.,10.55,93140084.2,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt,2777
TAYD,Taylor Devices Inc.,13.47,46293157.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd,2778
TCPC,TCP Capital Corp.,16.98,900653160,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcpc,2779
AMTD,TD Ameritrade Holding Corporation,38.96,20553062734.88,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd,2780
TEAR,TearLab Corporation,2.09,11776640.04,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear,2781
TECD,Tech Data Corporation,96.02,3660633353.1,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd,2782
TCCO,Technical Communications Corporation,2.35,4323710.95,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco,2783
TTGT,TechTarget Inc.,9.08,250646072.44,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt,2784
TGLS,Tecnoglass Inc.,10.67,353946776.48,n/a,n/a,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls,2785
TGEN,Tecogen Inc.,3.68,73758431.36,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen,2786
TNAV,Telenav Inc.,8.6,372415328.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav,2787
TTEC,TeleTech Holdings Inc.,31.35,1434857711.1,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec,2788
TLGT,Teligent Inc.,8.25,439117651.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt,2789
TELL,Tellurian Inc.,9.89,2003736361.29,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tell,2790
TENX,Tenax Therapeutics Inc.,0.53,14965341.82,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx,2791
GLBL,TerraForm Global Inc.,4.8,836913571.2,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/glbl,2792
TERP,TerraForm Power Inc.,12.49,1775027141.36,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp,2793
TVIA,TerraVia Holdings Inc.,0.4073,41108341.3773,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tvia,2794
TBNK,Territorial Bancorp Inc.,30.85,302491900.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk,2795
TSRO,TESARO Inc.,145.13,7808248267.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro,2796
TESO,Tesco Corporation,6.3,294345576,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/teso,2797
TSLA,Tesla Inc. ,308.35,50629199857.25,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,2798
TESS,TESSCO Technologies Incorporated,14.55,121196931.3,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess,2799
TTEK,Tetra Tech Inc.,46,2636584438,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek,2800
TTPH,Tetraphase Pharmaceuticals Inc.,7.11,268395574.86,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph,2801
TCBI,Texas Capital Bancshares Inc.,76.1,3771891401.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi,2802
TCBIL,Texas Capital Bancshares Inc.,25.23,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil,2803
TCBIP,Texas Capital Bancshares Inc.,25.85,155100000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip,2804
TCBIW,Texas Capital Bancshares Inc.,64.0304,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw,2805
TXN,Texas Instruments Incorporated,79.63,79449236953.69,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,2806
TXRH,Texas Roadhouse Inc.,50.4,3573721216.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh,2807
TFSL,TFS Financial Corporation,16.79,4752711165.93,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl,2808
TGTX,TG Therapeutics Inc.,10.05,671505372.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx,2809
ABCO,The Advisory Board Company,51.45,2079435253.35,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco,2810
ANDE,The Andersons Inc.,32.925,933625349.775,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande,2811
TBBK,The Bancorp Inc.,6.76,376169745.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk,2812
BONT,The Bon-Ton Stores Inc.,0.8652,18860910.9612,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont,2813
CG,The Carlyle Group L.P.,18.1,5927748425.3,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg,2814
CAKE,The Cheesecake Factory Incorporated,63.07,3022393615.92,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake,2815
CHEF,The Chefs&#39; Warehouse Inc.,13.75,361294120,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef,2816
TCFC,The Community Financial Corporation,35,162446970,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc,2817
DSGX,The Descartes Systems Group Inc.,23.2,1762255667.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx,2818
DXYN,The Dixie Group Inc.,3.95,63670255.4,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn,2819
ENSG,The Ensign Group Inc.,19.65,996313380.15,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg,2820
XONE,The ExOne Company,10.37,167385135.82,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone,2821
FINL,The Finish Line Inc.,15.91,642021384.84,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl,2822
FBMS,The First Bancshares Inc.,28.65,261987403.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms,2823
FLIC,The First of Long Island Corporation,27.85,665654519.15,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic,2824
GT,The Goodyear Tire & Rubber Company,35.34,8903225142.24,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt,2825
HABT,The Habit Restaurants Inc.,19.2,499610380.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt,2826
HCKT,The Hackett Group Inc.,19.95,582283742.25,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt,2827
HAIN,The Hain Celestial Group Inc.,37.06,3833789736.1,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain,2828
FITS,The Health and Fitness ETF,26.64,2664026.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fits,2829
CUBA,The Herzfeld Caribbean Basin Fund Inc.,7.2,44162344.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba,2830
INTG,The Intergroup Corporation,27.25,64504183.5,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg,2831
JYNT,The Joint Corp.,3.6,47088068.4,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt,2832
KEYW,The KEYW Holding Corporation,8.62,426660493.74,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw,2833
KHC,The Kraft Heinz Company,89.63,109091904788.91,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc,2834
OLD,The Long-Term Care ETF,25.71,2571025.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/old,2835
MDCO,The Medicines Company,47.45,3422887743.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco,2836
MEET,The Meet Group Inc.,6.09,419124554.94,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet,2837
MIK,The Michaels Companies Inc.,22.51,4250526698.74,n/a,n/a,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik,2838
MIDD,The Middleby Corporation,141.07,8106084212.24,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd,2839
NAVG,The Navigators Group Inc.,51.65,1521693034.55,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg,2840
